SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,2351 Allen St,Dallas,TX,75204,625000,3,2.5,Drexler,2466,2831,2003,2,253,81,Active,,,http://www.redfin.com/TX/Dallas/2351-Allen-St-75204/home/32195007,NTREIS,14661771,N,Y,32.796687,-96.7980649
MLS Listing,,Single Family Residential,6759 E Mockingbird Ln,Dallas,TX,75214,500000,2,2.0,Cartuh Terrace,1545,7841,1956,3,324,,Active,September-12-2021 08:00 AM,September-12-2021 08:00 PM,http://www.redfin.com/TX/Dallas/6759-E-Mockingbird-Ln-75214/home/30822987,NTREIS,14661651,N,Y,32.8407666,-96.7440258
MLS Listing,,Condo/Co-op,18240 Midway Rd #104,Dallas,TX,75287,194900,2,2.5,La Buea Vida,1029,,1982,3,189,316,Active,,,http://www.redfin.com/TX/Dallas/18240-Midway-Rd-75287/unit-104/home/31930208,NTREIS,14665748,N,Y,32.9997065,-96.8425713
MLS Listing,,Single Family Residential,6932 Wake Forrest Dr,Dallas,TX,75214,515000,3,2.0,University Terrace Rev,1476,7492,1956,3,349,,Active,,,http://www.redfin.com/TX/Dallas/6932-Wake-Forrest-Dr-75214/home/30870154,NTREIS,14664294,N,Y,32.8539476,-96.73951
MLS Listing,,Single Family Residential,710 Annarose Dr,Dallas,TX,75232,325000,4,2.0,Beckley Heights,1856,17032,2017,10,175,,Active,,,http://www.redfin.com/TX/Dallas/710-Annarose-Dr-75232/home/30936697,NTREIS,14659181,N,Y,32.6720892,-96.8347021
MLS Listing,,Single Family Residential,7317 La Bolsa Dr,Dallas,TX,75248,590000,4,2.0,Prestonwood,2302,8538,1969,11,256,,Active,September-12-2021 08:00 AM,September-12-2021 08:00 PM,http://www.redfin.com/TX/Dallas/7317-La-Bolsa-Dr-75248/home/31078849,NTREIS,14660260,N,Y,32.9646935,-96.782235
MLS Listing,,Single Family Residential,2332 Materhorn Dr,Dallas,TX,75228,264900,3,1.5,Casa View Oaks 06,1149,7492,1954,12,231,,Active,,,http://www.redfin.com/TX/Dallas/2332-Materhorn-Dr-75228/home/31000233,NTREIS,14658554,N,Y,32.8280157,-96.6774908
MLS Listing,,Condo/Co-op,5335 Bent Tree Forest Dr #209,Dallas,TX,75248,139900,1,1.0,Bent Tree Forest Drive Condos,687,381847,1981,16,204,177,Active,,,http://www.redfin.com/TX/Dallas/5335-Bent-Tree-Forest-Dr-75248/unit-209/home/31131920,NTREIS,14658458,N,Y,32.965961,-96.816565
MLS Listing,,Single Family Residential,1727 Wildwood Ln,Wylie,TX,75098,385000,3,2.0,Bozman Farm Estates Ph 6,1793,6621,2019,18,215,42,Active,,,http://www.redfin.com/TX/Wylie/1727-Wildwood-Ln-75098/home/169613970,NTREIS,14653230,N,Y,32.9932412,-96.5049022
MLS Listing,,Single Family Residential,6428 Beckwith Ct,Dallas,TX,75248,449000,3,2.0,Pepperwood Estates,2188,6490,1978,25,205,,Active,,,http://www.redfin.com/TX/Dallas/6428-Beckwith-Ct-75248/home/31085049,NTREIS,14650961,N,Y,32.9790769,-96.7960226
MLS Listing,,Single Family Residential,6440 Royal Ln,Dallas,TX,75230,899000,4,3.0,Pemberton Add #3,2356,12023,1952,38,382,,Active,,,http://www.redfin.com/TX/Dallas/6440-Royal-Ln-75230/home/30876439,NTREIS,14639753,N,Y,32.8945159,-96.7947848
MLS Listing,,Single Family Residential,6217 Alpha Rd,Dallas,TX,75240,665000,4,3.0,Northwood Terrace,2920,15638,1960,46,228,,Active,September-12-2021 08:00 AM,September-12-2021 08:00 PM,http://www.redfin.com/TX/Dallas/6217-Alpha-Rd-75240/home/31015591,NTREIS,14634738,N,Y,32.9334542,-96.7996217
MLS Listing,,Single Family Residential,5522 Harbor Town Dr,Dallas,TX,75287,1799000,5,6.0,Bent Tree North,7218,20909,1983,51,249,33,Active,,,http://www.redfin.com/TX/Dallas/5522-Harbor-Town-Dr-75287/home/31846610,NTREIS,14629080,N,Y,32.9879173,-96.8186247
MLS Listing,,Single Family Residential,5622 Ledgestone Dr,Dallas,TX,75214,590000,3,2.0,Andover Meadows,1911,9322,1965,52,309,,Active,September-12-2021 08:00 AM,September-12-2021 08:00 PM,http://www.redfin.com/TX/Dallas/5622-Ledgestone-Dr-75214/home/30868617,NTREIS,14630414,N,Y,32.8533522,-96.7546014
MLS Listing,,Single Family Residential,2911 Rambling Dr,Dallas,TX,75228,385000,3,2.0,Central Park East,1894,7492,1983,61,203,,Active,,,http://www.redfin.com/TX/Dallas/2911-Rambling-Dr-75228/home/31149679,NTREIS,14618953,N,Y,32.8100988,-96.6930109
MLS Listing,,Single Family Residential,5203 Cedar Springs Rd,Dallas,TX,75235,699850,3,3.0,Oak Lawn Heights,2690,8930,1926,66,260,,Active,,,http://www.redfin.com/TX/Dallas/5203-Cedar-Springs-Rd-75235/home/30814067,NTREIS,14617972,N,Y,32.8212911,-96.825732
MLS Listing,,Single Family Residential,10405 Somerton Dr,Dallas,TX,75229,2985000,6,6.5,Northway Hills,7460,15812,2015,93,400,,Active,,,http://www.redfin.com/TX/Dallas/10405-Somerton-Dr-75229/home/30910668,NTREIS,14598600,N,Y,32.8879692,-96.8452973
MLS Listing,,Vacant Land,422 Delaware St,Dallas,TX,75208,175000,0,,Homestead Park,,7536,,93,,,Active,,,http://www.redfin.com/TX/Dallas/422-Delaware-St-75208/home/30832022,NTREIS,14594665,N,Y,32.737266,-96.829426
MLS Listing,,Single Family Residential,8860 Liptonshire Dr,Dallas,TX,75238,425000,3,2.0,Lake Highlands Estates 10,1691,8059,1955,93,251,,Active,,,http://www.redfin.com/TX/Dallas/8860-Liptonshire-Dr-75238/home/31005792,NTREIS,14593703,N,Y,32.8694534,-96.703102
MLS Listing,,Condo/Co-op,5200 Keller Springs Rd #736,Dallas,TX,75248,575000,2,2.0,Bonaventure Condo,1685,331012,1981,100,341,909,Active,,,http://www.redfin.com/TX/Dallas/5200-Keller-Springs-Rd-75248/unit-736/home/31128794,NTREIS,14590250,N,Y,32.9677598,-96.8184364
MLS Listing,,Multi-Family (2-4 Unit),4529 Rusk Ave,Dallas,TX,75204,624900,2,2.5,Laclede Add,1956,6490,2021,107,319,,Active,,,http://www.redfin.com/TX/Dallas/4529-Rusk-Ave-75204/home/175186235,NTREIS,14584306,N,Y,32.8081652,-96.7848356
MLS Listing,,Townhouse,4621 Steel St,Dallas,TX,75219,499900,3,3.5,Hawthorne Street Twnhms,2102,2788,2014,117,238,100,Active,,,http://www.redfin.com/TX/Dallas/4621-Steel-St-75219/home/30781297,NTREIS,14569418,N,Y,32.813491,-96.8240311
Redfin Data,,Townhouse,2778 Edmonds Dr,Dallas,TX,75219,625000,3,3.5,Dallas,1922,,2016,2,325,22,Pre On-Market,,,http://www.redfin.com/TX/Dallas/2778-Edmonds-Dr-75219/home/143837918,Coming Soon,76514,N,Y,32.8094344,-96.8154557
Redfin Data,,Single Family Residential,7403 Authon Dr,Dallas,TX,75248,625000,4,3.0,Dallas,2869,8015,1973,2,218,,Pre On-Market,,,http://www.redfin.com/TX/Dallas/7403-Authon-Dr-75248/home/31079975,Coming Soon,76492,N,Y,32.9715525,-96.7801431
MLS Listing,,Condo/Co-op,5136 Amesbury Dr #107,Dallas,TX,75206,225000,2,2.0,Arrangement Condo,1008,159212,1970,1,223,325,Active,,,http://www.redfin.com/TX/Dallas/5136-Amesbury-Dr-75206/unit-107/home/30868263,NTREIS,14666611,N,Y,32.8498022,-96.764193
MLS Listing,,Multi-Family (2-4 Unit),3733 Binkley Ave,University Park,TX,75205,995000,4,2.0,STINSONS REV OF MT VERNON ANNEX,2627,5837,1929,1,379,,Active,,,http://www.redfin.com/TX/Dallas/3733-Binkley-Ave-75205/home/32097085,NTREIS,14668626,N,Y,32.840894,-96.795227
MLS Listing,,Single Family Residential,4438 Twin Post Rd,Dallas,TX,75244,1250000,5,3.0,Schreiber Manor 02 Inst,4161,16640,1966,1,300,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/4438-Twin-Post-Rd-75244/home/31098117,NTREIS,14667068,N,Y,32.9194417,-96.8327969
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #1003,Dallas,TX,75219,374000,2,2.0,Renaissance on Turtle Creek Condo,1120,154028,1998,1,334,672,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-1003/home/30731845,NTREIS,14669128,N,Y,32.806751,-96.8047924
MLS Listing,,Single Family Residential,10624 Canoe Dr,Irving,TX,75063,801491,4,4.0,South Haven,3444,6186,2021,1,233,44,Active,,,http://www.redfin.com/TX/Irving/10624-Canoe-DR-75063/home/176360936,NTREIS,14668140,N,Y,32.950192,-96.964977
MLS Listing,,Single Family Residential,4138 Ball St,Dallas,TX,75216,279000,4,2.0,Garoutte H G,1668,6186,2021,1,167,,Active,,,http://www.redfin.com/TX/Dallas/4138-Ball-St-75216/home/30855027,NTREIS,14667687,N,Y,32.700552,-96.791523
MLS Listing,,Condo/Co-op,7640 W Greenway Blvd Unit 3F,Dallas,TX,75209,181500,1,1.5,Inwood Crossroads Condo,816,100406,1982,1,222,442,Active,,,http://www.redfin.com/TX/Dallas/7640-W-Greenway-Blvd-75209/unit-3F/home/31173806,NTREIS,14668547,N,Y,32.8489325,-96.8187294
MLS Listing,,Single Family Residential,6455 Palm Island St,Dallas,TX,75241,179000,4,2.0,Highland Green,1231,7841,1972,1,145,,Active,,,http://www.redfin.com/TX/Dallas/6455-Palm-Island-St-75241/home/30946853,NTREIS,14668235,N,Y,32.6676407,-96.7521384
MLS Listing,,Single Family Residential,756 Deerwood Dr,Dallas,TX,75232,125000,3,1.0,Polk Terrace,916,7275,1956,1,136,,Active,,,http://www.redfin.com/TX/Dallas/756-Deerwood-Dr-75232/home/30937947,NTREIS,14669064,N,Y,32.6597146,-96.8340531
MLS Listing,,Single Family Residential,9302 Chimneywood Dr,Rowlett,TX,75089,375000,3,2.0,Graham Estates-Replat,1870,7971,2021,1,201,,Active,,,http://www.redfin.com/TX/Rowlett/9302-Chimneywood-Dr-75089/home/33931262,NTREIS,14669027,N,Y,32.9217195,-96.5112881
MLS Listing,,Condo/Co-op,9813 Walnut St #208,Dallas,TX,75243,70000,1,1.0,Richland Trace Condos,683,383938,1981,1,102,194,Active,,,http://www.redfin.com/TX/Dallas/9813-Walnut-St-75243/unit-208/home/31182155,NTREIS,14663592,N,Y,32.9222479,-96.7160049
MLS Listing,,Vacant Land,2719 Lawrence St,Dallas,TX,75215,59000,0,,Lomas Park,,7667,,1,,,Active,,,http://www.redfin.com/TX/Dallas/2719-Lawrence-St-75215/home/30816210,NTREIS,14669040,N,Y,32.754868,-96.753411
MLS Listing,,Multi-Family (2-4 Unit),10644 Pagewood Dr,Dallas,TX,75230,579000,5,3.5,Crest Meadow Estates,3010,5489,1972,1,192,,Active,,,http://www.redfin.com/TX/Dallas/10644-Pagewood-Dr-75230/home/30992748,NTREIS,14665847,N,Y,32.8914134,-96.7804231
MLS Listing,,Single Family Residential,17912 Benchmark Dr,Dallas,TX,75252,565000,3,2.5,Villages At Frankford Ph I,2992,7405,1996,1,189,58,Active,,,http://www.redfin.com/TX/Dallas/17912-Benchmark-Dr-75252/home/32211167,NTREIS,14669013,N,Y,32.9960745,-96.7733447
MLS Listing,,Single Family Residential,6811 Hodde St,Dallas,TX,75217,245000,3,2.0,Pleasant Manor,1200,7754,1959,1,204,,Active,,,http://www.redfin.com/TX/Dallas/6811-Hodde-St-75217/home/30918261,NTREIS,14669012,N,Y,32.7225551,-96.7044392
MLS Listing,,Single Family Residential,5162 Yolanda Ln,Dallas,TX,75229,1995000,5,5.0,Lobello Estates,5260,52272,1948,1,379,,Active,,,http://www.redfin.com/TX/Dallas/5162-Yolanda-Ln-75229/home/30878497,NTREIS,14667708,N,Y,32.8878256,-96.818248
MLS Listing,,Condo/Co-op,3329 Prescott Ave,Dallas,TX,75219,369500,2,2.5,Park Place Twnhms,1355,110250,1968,1,273,821,Active,,,http://www.redfin.com/TX/Dallas/3329-Prescott-Ave-75219/home/30810449,NTREIS,14668893,N,Y,32.8178703,-96.8156191
MLS Listing,,Single Family Residential,3217 Galahad Dr,Dallas,TX,75229,575000,4,3.0,Sparkman Club Estates,2312,10149,1960,1,249,50,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/3217-Galahad-Dr-75229/home/30930630,NTREIS,14667884,N,Y,32.8906862,-96.8692987
MLS Listing,,Vacant Land,4535 Luzon St,Dallas,TX,75216,55000,0,,Central Ave,,7144,,1,,,Active,,,http://www.redfin.com/TX/Dallas/4535-Luzon-St-75216/home/31041057,NTREIS,14668989,N,Y,32.709998,-96.745546
MLS Listing,,Single Family Residential,2628 Silverthorne Dr,Dallas,TX,75287,285000,3,2.0,Morningside 4 Ph A,1335,4879,1984,1,213,,Active,,,http://www.redfin.com/TX/Dallas/2628-Silverthorne-Dr-75287/home/33077293,NTREIS,14668395,N,Y,32.9960957,-96.8691311
MLS Listing,,Condo/Co-op,6269 Oram St #27,Dallas,TX,75214,524900,2,2.5,Regency Lakewood Condo,2472,66908,2006,1,212,,Active,,,http://www.redfin.com/TX/Dallas/6269-Oram-St-75214/unit-27/home/30789316,NTREIS,14668470,N,Y,32.8139999,-96.7557642
MLS Listing,,Single Family Residential,515 N Oak Cliff Blvd,Dallas,TX,75208,389900,2,1.0,Daniels L O Jr,1436,7057,1941,1,272,,Active,,,http://www.redfin.com/TX/Dallas/515-N-Oak-Cliff-Blvd-75208/home/30847300,NTREIS,14668644,N,Y,32.7491188,-96.8529943
MLS Listing,,Single Family Residential,7232 Long Canyon Trl,Dallas,TX,75249,245000,4,2.0,Woods,1760,6839,1977,1,139,,Active,,,http://www.redfin.com/TX/Dallas/7232-Long-Canyon-Trl-75249/home/31115192,NTREIS,14668068,N,Y,32.6405004,-96.9507524
MLS Listing,,Single Family Residential,9635 Millridge Dr,Dallas,TX,75243,525000,4,2.5,Frst Meadows Sec 02,2447,9017,1970,1,215,,Active,,,http://www.redfin.com/TX/Dallas/9635-Millridge-Dr-75243/home/31070462,NTREIS,14660900,N,Y,32.904453,-96.7293714
MLS Listing,,Single Family Residential,3518 S Versailles Ave,Dallas,TX,75209,435000,2,1.0,Lafoy Place,1111,7231,1946,2,392,,Active,,,http://www.redfin.com/TX/Dallas/3518-S-Versailles-Ave-75209/home/30815747,NTREIS,14666874,N,Y,32.8279842,-96.8228448
MLS Listing,,Single Family Residential,1846 Nomas St,Dallas,TX,75212,849900,5,4.0,Victory Gardens,3194,7841,2020,2,266,,Active,,,http://www.redfin.com/TX/Dallas/1846-Nomas-St-75212/home/30976063,NTREIS,14668872,N,Y,32.780773,-96.850126
MLS Listing,,Single Family Residential,3536 Silverhill Dr,Dallas,TX,75241,195000,4,1.5,Highland Hills 09,1240,7057,1969,2,157,,Active,,,http://www.redfin.com/TX/Dallas/3536-Silverhill-Dr-75241/home/31089946,NTREIS,14667940,N,Y,32.6645983,-96.7621342
MLS Listing,,Single Family Residential,1610 Presidio Ave,Dallas,TX,75216,284900,4,2.0,Liberty Heights,1715,9148,2021,2,166,,Active,,,http://www.redfin.com/TX/Dallas/1610-Presidio-Ave-75216/home/30839650,NTREIS,14668450,N,Y,32.703812,-96.803048
MLS Listing,,Single Family Residential,2422 Moffatt Ave,Dallas,TX,75216,284900,4,2.0,Southern Crest,1715,6970,2021,2,166,,Active,,,http://www.redfin.com/TX/Dallas/2422-Moffatt-Ave-75216/home/30886943,NTREIS,14668461,N,Y,32.7001035,-96.7822754
MLS Listing,,Single Family Residential,2503 Kirkley St,Dallas,TX,75241,284900,4,2.0,Alameda Heights,1715,7405,2021,2,166,,Active,,,http://www.redfin.com/TX/Dallas/2503-Kirkley-St-75241/home/30948838,NTREIS,14668483,N,Y,32.668481,-96.781049
MLS Listing,,Single Family Residential,6112 Oakcrest Rd,Dallas,TX,75248,945000,4,3.0,Prestonwood Creek,3977,16248,1982,2,238,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/6112-Oakcrest-Rd-75248/home/31111325,NTREIS,14663851,N,Y,32.9696358,-96.8008982
MLS Listing,,Vacant Land,4415 Sexton Ln,Dallas,TX,75229,339950,0,,Northcrest,,6621,,2,,,Active,,,http://www.redfin.com/TX/Dallas/4415-Sexton-Ln-75229/home/30878086,NTREIS,14668722,N,Y,32.8870102,-96.8339903
MLS Listing,,Single Family Residential,1 Laureston Pl,Dallas,TX,75225,1375000,4,4.0,Glen Lakes 02 Rev,4087,6186,1983,2,336,595,Active,September-12-2021 03:00 PM,September-12-2021 05:00 PM,http://www.redfin.com/TX/Dallas/1-Laureston-Pl-75225/home/30872639,NTREIS,14668807,N,Y,32.8782815,-96.7753575
MLS Listing,,Vacant Land,4110 Hamilton Ave,Dallas,TX,75210,75000,0,,Camps Alex,,6360,,2,,,Active,,,http://www.redfin.com/TX/Dallas/4110-Hamilton-Ave-75210/home/30804939,NTREIS,14668664,N,Y,32.7748108,-96.7509988
MLS Listing,,Single Family Residential,6615 Rolling Vista Dr,Dallas,TX,75248,630000,4,3.5,Prestonwood,3910,14026,1974,2,161,,Active,,,http://www.redfin.com/TX/Dallas/6615-Rolling-Vista-Dr-75248/home/31077690,NTREIS,14662563,N,Y,32.951756,-96.7962109
MLS Listing,,Single Family Residential,6218 Georgian Ct,Dallas,TX,75254,2995000,6,7.5,Williamsburg At Preston,9041,60984,1986,2,331,16,Active,,,http://www.redfin.com/TX/Dallas/6218-Georgian-Ct-75254/home/31073691,NTREIS,14661758,N,Y,32.9414884,-96.7997263
MLS Listing,,Single Family Residential,1554 Russell Glen Ln,Dallas,TX,75232,395000,4,3.0,Highland Oaks 04 Inst 05,2709,27312,1968,2,146,,Active,,,http://www.redfin.com/TX/Dallas/1554-Russell-Glen-Ln-75232/home/30903368,NTREIS,14660487,N,Y,32.6775774,-96.8480402
MLS Listing,,Condo/Co-op,5550 Spring Valley Rd Unit G14,Dallas,TX,75254,144900,1,1.0,Casa Blanca Condo,680,130680,1983,2,213,195,Active,,,http://www.redfin.com/TX/Dallas/5550-Spring-Valley-Rd-75254/unit-G14/home/31165269,NTREIS,14668476,N,Y,32.9391077,-96.8128688
MLS Listing,,Condo/Co-op,1803 Richardson Ave #102,Dallas,TX,75215,409900,2,2.5,Richardson Square Southside,2098,10716,2020,2,195,350,Active,,,http://www.redfin.com/TX/Dallas/1803-Richardson-Ave-75215/unit-102/home/174294509,NTREIS,14668768,N,Y,32.7689949,-96.783599
MLS Listing,,Condo/Co-op,1803 Richardson Ave #103,Dallas,TX,75215,409900,2,2.5,Richardson Square Southside,2098,10716,2020,2,195,350,Active,,,http://www.redfin.com/TX/Dallas/1803-Richardson-Ave-75215/unit-103/home/174294510,NTREIS,14668784,N,Y,32.7689949,-96.783599
MLS Listing,,Single Family Residential,8720 Laurel Canyon Rd,Irving,TX,75063,515000,4,3.0,Emerald Valley 01,3210,5401,2007,2,160,31,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/TX/Irving/8720-Laurel-Canyon-Rd-75063/home/30768744,NTREIS,14646282,N,Y,32.9239987,-96.9720233
MLS Listing,,Single Family Residential,8750 Charing Cross Ln,Dallas,TX,75238,250000,3,2.0,Barkley Square,1214,7928,1965,2,206,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/8750-Charing-Cross-Ln-75238/home/31044691,NTREIS,14663084,N,Y,32.8675346,-96.6865141
MLS Listing,,Single Family Residential,6312 Malcolm Dr,Dallas,TX,75214,645000,3,3.0,Meadow Dale,1586,8146,1947,2,407,,Active,,,http://www.redfin.com/TX/Dallas/6312-Malcolm-Dr-75214/home/30820816,NTREIS,14668779,N,Y,32.8300004,-96.7553796
MLS Listing,,Single Family Residential,5535 Mesa Cir,Dallas,TX,75235,160000,0,,Arlington Park Estates,,10106,2022,2,,,Active,,,http://www.redfin.com/TX/Dallas/5535-Mesa-Cir-75235/home/31053219,NTREIS,14665042,N,Y,32.8143759,-96.853513
MLS Listing,,Single Family Residential,10005 Huffines Dr,Rowlett,TX,75089,580000,6,4.0,Waterview Ph 09,4265,18949,2006,2,136,,Active,,,http://www.redfin.com/TX/Rowlett/10005-Huffines-Dr-75089/home/30757718,NTREIS,14668796,N,Y,32.9499492,-96.5226006
MLS Listing,,Single Family Residential,2518 Elsie Faye Heggins St,Dallas,TX,75215,229900,4,2.0,Hatcher,1688,6708,1949,2,136,,Active,,,http://www.redfin.com/TX/Dallas/2518-Elsie-Faye-Heggins-St-75215/home/30807901,NTREIS,14668780,N,Y,32.7528191,-96.7565297
MLS Listing,,Single Family Residential,5511 W Amherst Ave,Dallas,TX,75209,990000,3,3.0,Preston Park,2350,8015,1938,2,421,25,Active,September-12-2021 01:00 AM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/5511-W-Amherst-Ave-75209/home/30854612,NTREIS,14666689,N,Y,32.8525121,-96.8186247
MLS Listing,,Condo/Co-op,,Dallas,TX,75231,110000,3,2.0,Windtree Condos,962,343035,1980,2,114,350,Active,,,http://www.redfin.com/TX/Dallas/Undisclosed-address-75231/home/31064760,NTREIS,14665905,N,Y,32.8897298,-96.7300181
MLS Listing,,Condo/Co-op,4107 Bowser Ave #201,Dallas,TX,75219,349900,2,2.0,Alix Condos,1455,23958,2008,2,240,372,Active,,,http://www.redfin.com/TX/Dallas/4107-Bowser-Ave-75219/unit-201/home/35537924,NTREIS,14668713,N,Y,32.8155793,-96.8085526
MLS Listing,,Condo/Co-op,3105 San Jacinto St #204,Dallas,TX,75204,260000,2,2.0,Bryan Place Condo,1083,87468,1981,2,240,445,Active,,,http://www.redfin.com/TX/Dallas/3105-San-Jacinto-St-75204/unit-204/home/31125319,NTREIS,14668663,N,Y,32.7935503,-96.7896683
MLS Listing,,Vacant Land,1723 Dowdy Ferry Rd,Dallas,TX,75217,110000,0,,Bevill Paul Henry City Bl 7859,,14941,,2,,,Active,,,http://www.redfin.com/TX/Dallas/1723-Dowdy-Ferry-Rd-75217/home/31050446,NTREIS,14668760,N,Y,32.6908559,-96.679003
MLS Listing,,Single Family Residential,226 Mazatlan Ave,Dallas,TX,75253,240000,3,2.0,VILLA DEL MAR ESTATES,1380,5663,2006,2,174,,Active,,,http://www.redfin.com/TX/Dallas/226-Mazatlan-Ave-75232/home/30763215,NTREIS,14659964,N,Y,32.6766666,-96.8256581
MLS Listing,,Single Family Residential,10505 Plumwood Pkwy,Dallas,TX,75238,629000,3,2.5,Villas of Lake Highlands,2580,5227,2017,2,244,121,Active,,,http://www.redfin.com/TX/Dallas/10505-Plumwood-Pkwy-75238/home/110134823,NTREIS,14668432,N,Y,32.866826,-96.7038542
MLS Listing,,Single Family Residential,4012 Rawlins St,Dallas,TX,75219,739000,3,2.5,Rawlins Square,3150,4138,1998,2,235,100,Active,,,http://www.redfin.com/TX/Dallas/4012-Rawlins-St-75219/home/31122737,NTREIS,14668324,N,Y,32.813605,-96.8090388
MLS Listing,,Single Family Residential,8610 Charing Cross Ln,Dallas,TX,75238,366000,4,2.0,Barkley Square,1901,9322,1962,2,193,,Active,,,http://www.redfin.com/TX/Dallas/8610-Charing-Cross-Ln-75238/home/31045461,NTREIS,14668681,N,Y,32.8662931,-96.6892297
MLS Listing,,Single Family Residential,4842 Stony Ford Dr,Dallas,TX,75287,749900,4,4.0,Bent Tree North 4,3752,10454,1989,2,200,,Active,,,http://www.redfin.com/TX/Dallas/4842-Stony-Ford-Dr-75287/home/32062072,NTREIS,14654317,N,Y,32.9974631,-96.8238369
MLS Listing,,Single Family Residential,4308 Grassmere Ln,University Park,TX,75205,2690000,5,7.0,Highland Park High School,5282,7405,2022,2,509,,Active,,,http://www.redfin.com/TX/Dallas/4308-Grassmere-Ln-75205/home/32071633,NTREIS,14668677,N,Y,32.8494613,-96.8090179
MLS Listing,,Single Family Residential,5728 Swiss Ave,Dallas,TX,75214,1125000,3,2.5,Munger Place,2914,16204,1940,2,386,,Active,September-12-2021 03:30 PM,September-12-2021 05:00 PM,http://www.redfin.com/TX/Dallas/5728-Swiss-Ave-75214/home/30805766,NTREIS,14666770,N,Y,32.8092089,-96.7606285
MLS Listing,,Single Family Residential,7 Ascot Dr,Duncanville,TX,75116,495000,4,2.5,Thoroughbred Hills Rep,4046,21954,1989,2,122,38,Active,,,http://www.redfin.com/TX/Duncanville/7-Ascot-Dr-75116/home/31325594,NTREIS,14667967,N,Y,32.6757565,-96.9192573
MLS Listing,,Single Family Residential,6903 Prosper St,Dallas,TX,75209,1195000,4,2.5,Mount Vernon Heights,2688,6795,2017,2,445,,Active,,,http://www.redfin.com/TX/Dallas/6903-Prosper-St-75209/home/30855218,NTREIS,14668417,N,Y,32.8422245,-96.8287564
MLS Listing,,Single Family Residential,4646 Chapel Hill Rd,Dallas,TX,75214,2499000,3,3.5,Cloister Estates,4900,44867,1976,2,510,,Active,,,http://www.redfin.com/TX/Dallas/4646-Chapel-Hill-Rd-75214/home/30845481,NTREIS,14667743,N,Y,32.8469887,-96.729873
MLS Listing,,Condo/Co-op,5016 Matilda St #213,Dallas,TX,75206,219000,2,2.0,Birchbrook 01 Condo,1055,132553,1968,2,208,290,Active,,,http://www.redfin.com/TX/Dallas/5016-Matilda-St-75206/unit-213/home/30868391,NTREIS,14655198,N,Y,32.8477664,-96.7673677
MLS Listing,,Single Family Residential,4106 Mehalia Dr,Dallas,TX,75241,174900,3,2.0,Highland Hills,1170,7362,1962,2,149,,Active,,,http://www.redfin.com/TX/Dallas/4106-Mehalia-Dr-75241/home/30945514,NTREIS,14668131,N,Y,32.6730984,-96.7527657
MLS Listing,,Single Family Residential,454 Parkhurst Dr,Dallas,TX,75218,899000,4,3.5,Lake Highlands Estates,3262,7797,2021,2,276,,Active,,,http://www.redfin.com/TX/Dallas/454-Parkhurst-Dr-75218/home/30908504,NTREIS,14668304,N,Y,32.8533532,-96.7105826
MLS Listing,,Condo/Co-op,4800 W Lovers Ln #307,Dallas,TX,75209,149900,1,1.0,Lovers Lane Condos Ph 01-04,654,110250,1985,2,229,204,Active,,,http://www.redfin.com/TX/Dallas/4800-W-Lovers-Ln-75209/unit-307/home/31176174,NTREIS,14668690,N,Y,32.850713,-96.828014
MLS Listing,,Single Family Residential,1735 Garza Ave,Dallas,TX,75216,312500,4,2.0,Liberty Heights,1787,8756,2021,2,175,,Active,,,http://www.redfin.com/TX/Dallas/1735-Garza-Ave-75216/home/30840128,NTREIS,14668689,N,Y,32.7008543,-96.8001308
MLS Listing,,Single Family Residential,4857 Shands Dr,Mesquite,TX,75150,275000,5,2.0,Shands Estates,2337,7928,1969,2,118,,Active,,,http://www.redfin.com/TX/Mesquite/4857-Shands-Dr-75150/home/31888815,NTREIS,14668615,N,Y,32.8356679,-96.6424956
MLS Listing,,Condo/Co-op,2408 Victory Park Ln #839,Dallas,TX,75219,894900,2,2.5,South Tower Residences,1870,71395,2005,2,479,1057,Active,,,http://www.redfin.com/TX/Dallas/2408-Victory-Park-Ln-75219/unit-839/home/30775378,NTREIS,14665096,N,Y,32.787755,-96.8091541
